"ing","ingName","prodCode","prodDesc","prodTTY"
"2670","Codeine","1652094","CHLORPHENIRAMINE POLISTIREX 0.8 MG/ML / CODEINE POLISTIREX 4 MG/ML Extended Release Suspension","SCD"
"2670","Codeine","2099287","Chlorpheniramine Maleate 8 MG / Codeine Phosphate 54.3 MG Extended Release Oral Tablet [Tuxarin]","SBD"
"2670","Codeine","1664544","Chlorpheniramine Maleate 8 MG / Codeine Phosphate 54.3 MG Extended Release Oral Tablet","SCD"
"2670","Codeine","2001623","Chlorpheniramine Maleate 0.8 MG/ML / Codeine Phosphate 2.4 MG/ML / Phenylephrine Hydrochloride 2 MG/ML Oral Solution","SCD"
"2670","Codeine","755835","Codeine 1.64 MG/ML / Pyrilamine 2.5 MG/ML Oral Solution","SCD"
"2670","Codeine","1088951","Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 3 MG/ML Oral Suspension","SCD"
"2670","Codeine","249293","Codeine 50 MG Extended Release Oral Tablet","SCD"
"2670","Codeine","1089027","Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 5 MG/ML Oral Suspension [Zodryl DEC]","SBD"
"2670","Codeine","1089025","Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 5 MG/ML Oral Suspension","SCD"
"2670","Codeine","1089023","Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 4.29 MG/ML Oral Suspension [Zodryl DEC]","SBD"
"2670","Codeine","1089021","Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 4.29 MG/ML Oral Suspension","SCD"
"2670","Codeine","1088977","Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 4 MG/ML Oral Suspension [Zodryl DEC]","SBD"
"2670","Codeine","1088975","Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 4 MG/ML Oral Suspension","SCD"
"2670","Codeine","1088970","Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 3.75 MG/ML Oral Suspension [Zodryl DEC]","SBD"
"2670","Codeine","1088968","Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 3.75 MG/ML Oral Suspension","SCD"
"2670","Codeine","1088965","Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 3.33 MG/ML Oral Suspension [Zodryl DEC]","SBD"
"2670","Codeine","1089028","Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Suspension","SCD"
"2670","Codeine","1088953","Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 3 MG/ML Oral Suspension [Zodryl DEC]","SBD"
"2670","Codeine","1089030","Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Suspension [Zodryl DEC]","SBD"
"2670","Codeine","997016","Codeine Phosphate 1 MG/ML / Guaifenesin 10 MG/ML / Pseudoephedrine Hydrochloride 3 MG/ML Oral Solution","SCD"
"2670","Codeine","997014","Codeine Phosphate 0.6 MG/ML Oral Solution","SCD"
"2670","Codeine","995239","Codeine Phosphate 0.5 MG/ML / Guaifenesin 15 MG/ML Oral Solution [Bron-Tuss]","SBD"
"2670","Codeine","995940","Codeine Phosphate 0.5 MG/ML / Guaifenesin 15 MG/ML Oral Solution [Brontex]","SBD"
"2670","Codeine","995230","Codeine Phosphate 0.5 MG/ML / Guaifenesin 15 MG/ML Oral Solution [Bitex]","SBD"
"2670","Codeine","995226","Codeine Phosphate 0.5 MG/ML / Guaifenesin 15 MG/ML Oral Solution","SCD"
"2670","Codeine","1115972","Codeine hydrochloride 10 MG / Ephedrine hydrochloride 20 MG Oral Tablet","SCD"
"2670","Codeine","1115969","Codeine hydrochloride 1.5 MG/ML / Ephedrine hydrochloride 0.5 MG/ML Oral Solution","SCD"
"2670","Codeine","410215","Codeine 60 MG Oral Capsule","SCD"
"2670","Codeine","844883","Codeine 57.5 MG Extended Release Oral Tablet","SCD"
"2670","Codeine","755843","Codeine 2 MG/ML / Potassium 43.3 MG/ML Oral Solution","SCD"
"2670","Codeine","1088963","Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 3.33 MG/ML Oral Suspension","SCD"
"2670","Codeine","996103","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Codafed]","SBD"
"2670","Codeine","995776","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Phenylpropanolamine 2.5 MG/ML Oral Solution [Enditussin Expectorant]","SBD"
"2670","Codeine","995803","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Phenylpropanolamine 2.5 MG/ML Oral Solution [Endotuss]","SBD"
"2670","Codeine","995837","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Phenylpropanolamine 2.5 MG/ML Oral Solution [Quindal Solution]","SBD"
"2670","Codeine","991519","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Promethazine Hydrochloride 1.25 MG/ML Oral Solution","SCD"
"2670","Codeine","997175","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 4.5 MG/ML Oral Solution","SCD"
"2670","Codeine","1147709","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 4.5 MG/ML Oral Solution [Lortuss EX]","SBD"
"2670","Codeine","1099706","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML / Triprolidine Hydrochloride 0.25 MG/ML Oral Solution","SCD"
"2670","Codeine","1099708","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML / Triprolidine Hydrochloride 0.4 MG/ML Oral Solution","SCD"
"2670","Codeine","995983","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution","SCD"
"2670","Codeine","995985","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Biotussin]","SBD"
"2670","Codeine","997018","Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution","SCD"
"2670","Codeine","995993","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Cheratussin DAC]","SBD"
"2670","Codeine","998178","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Guaifen DAC]","SBD"
"2670","Codeine","996111","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Codahistine]","SBD"
"2670","Codeine","996007","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Co-Histine]","SBD"
"2670","Codeine","996115","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Cycofed Expectorant]","SBD"
"2670","Codeine","996121","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Decohistine]","SBD"
"2670","Codeine","996125","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Deproist]","SBD"
"2670","Codeine","996127","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Dihistine]","SBD"
"2670","Codeine","1190580","Codeine Phosphate 1.2 MG/ML / Dexbrompheniramine maleate 0.133 MG/ML / Pseudoephedrine Hydrochloride 4 MG/ML Oral Solution","SCD"
"2670","Codeine","996129","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Gencofed Expectorant]","SBD"
"2670","Codeine","997019","Codeine Phosphate 1 MG/ML / Kaolin 300 MG/ML Oral Suspension","SCD"
"2670","Codeine","996133","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Gua PC]","SBD"
"2670","Codeine","996135","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Guaiatussin DAC]","SBD"
"2670","Codeine","995990","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [C Tussin]","SBD"
"2670","Codeine","755850","Codeine 3 MG/ML / Phenylephrine 4 MG/ML Oral Solution","SCD"
"2670","Codeine","199400","Codeine 50 MG/ML Injectable Solution","SCD"
"2670","Codeine","1089055","Codeine Phosphate 10 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 20 MG Oral Tablet","SCD"
"2670","Codeine","995455","Codeine Phosphate 10 MG / Guaifenesin 400 MG / Phenylephrine 10 MG Oral Tablet [Maxiphen CD]","SBD"
"2670","Codeine","995453","Codeine Phosphate 10 MG / Guaifenesin 400 MG / Phenylephrine 10 MG Oral Tablet","SCD"
"2670","Codeine","995936","Codeine Phosphate 10 MG / Guaifenesin 300 MG Oral Tablet [Brontex]","SBD"
"2670","Codeine","543260","Codeine 4.56 MG/ML Oral Solution","SCD"
"2670","Codeine","410241","Codeine 35 MG / Guaifenesin 90 MG Oral Capsule","SCD"
"2670","Codeine","410660","Codeine 30 MG Oral Capsule","SCD"
"2670","Codeine","412091","Codeine 30 MG Extended Release Oral Capsule","SCD"
"2670","Codeine","420546","Codeine 30 MG / propyphenazone 400 MG Rectal Suppository","SCD"
"2670","Codeine","1089058","Codeine Phosphate 10 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 30 MG Oral Tablet","SCD"
"2670","Codeine","411084","Codeine 30 MG / Guaifenesin 100 MG / phenyltoloxamine 10 MG Oral Capsule","SCD"
"2670","Codeine","1114026","Codeine Phosphate 1.6 MG/ML / Guaifenesin 40 MG/ML Oral Solution","SCD"
"2670","Codeine","410217","Codeine 25 MG Oral Capsule","SCD"
"2670","Codeine","248552","Codeine 200 MG Extended Release Oral Tablet","SCD"
"2670","Codeine","420547","Codeine 20 MG / propyphenazone 300 MG Rectal Suppository","SCD"
"2670","Codeine","432610","Codeine 20 MG / propyphenazone 250 MG Oral Tablet","SCD"
"2670","Codeine","755849","Codeine 2.5 MG/ML Oral Solution","SCD"
"2670","Codeine","755847","Codeine 2.5 MG/ML / Guaifenesin 20 MG/ML / Phenylpropanolamine 5 MG/ML Oral Solution","SCD"
"2670","Codeine","421811","Codeine 2.3 MG/ML Oral Suspension","SCD"
"2670","Codeine","421812","Codeine 2.22 MG/ML Oral Suspension","SCD"
"2670","Codeine","996187","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Guiatuss DAC]","SBD"
"2670","Codeine","421234","Codeine 2.2 MG/ML Extended Release Suspension","SCD"
"2670","Codeine","996191","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Halotussin DAC]","SBD"
"2670","Codeine","412187","Codeine 30 MG / phenyltoloxamine 10 MG Extended Release Oral Capsule","SCD"
"2670","Codeine","997166","Codeine Phosphate 15 MG Disintegrating Oral Tablet","SCD"
"2670","Codeine","207611","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Guaifenesin DAC Liquid]","SBD"
"2670","Codeine","578934","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Guaitussin DAC]","SBD"
"2670","Codeine","995752","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Phenylpropanolamine 2.5 MG/ML Oral Solution [Efasin Expectorant SF]","SBD"
"2670","Codeine","995734","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Phenylpropanolamine 2.5 MG/ML Oral Solution [Cyndal]","SBD"
"2670","Codeine","995719","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Phenylpropanolamine 2.5 MG/ML Oral Solution [Alphen]","SBD"
"2670","Codeine","995715","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Phenylpropanolamine 2.5 MG/ML Oral Solution","SCD"
"2670","Codeine","993075","Codeine Phosphate 2 MG/ML / guaiacolsulfonic acid 8.8 MG/ML / Promethazine Hydrochloride 1 MG/ML Oral Solution","SCD"
"2670","Codeine","993074","Codeine Phosphate 2 MG/ML / guaiacolsulfonic acid 8.8 MG/ML / Phenylephrine 1 MG/ML / Promethazine Hydrochloride 1 MG/ML Oral Solution","SCD"
"2670","Codeine","998400","Codeine Phosphate 2 MG/ML / Dexchlorpheniramine maleate 0.2 MG/ML / Phenylephrine Hydrochloride 1 MG/ML Oral Solution [Vanacof]","SBD"
"2670","Codeine","998369","Codeine Phosphate 2 MG/ML / Dexchlorpheniramine maleate 0.2 MG/ML / Phenylephrine Hydrochloride 1 MG/ML Oral Solution","SCD"
"2670","Codeine","1089057","Codeine Phosphate 10 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 20 MG Oral Tablet [Ambifed-G CD]","SBD"
"2670","Codeine","997169","Codeine Phosphate 15 MG Oral Tablet","SCD"
"2670","Codeine","995763","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Phenylpropanolamine 2.5 MG/ML Oral Solution [Endal Expectorant]","SBD"
"2670","Codeine","997165","Codeine Phosphate 12.8 MG / Ibuprofen 200 MG Oral Tablet","SCD"
"2670","Codeine","997164","Codeine Phosphate 12.5 MG / Ibuprofen 200 MG Oral Tablet","SCD"
"2670","Codeine","995478","Codeine Phosphate 10 MG / Guaifenesin 400 MG Oral Tablet [Allfen CD]","SBD"
"2670","Codeine","995476","Codeine Phosphate 10 MG / Guaifenesin 400 MG Oral Tablet","SCD"
"2670","Codeine","1089072","Codeine Phosphate 10 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet [Maxifed CD]","SBD"
"2670","Codeine","1089070","Codeine Phosphate 10 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet","SCD"
"2670","Codeine","1089063","Codeine Phosphate 10 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 40 MG Oral Tablet [Maxifed-G CD]","SBD"
"2670","Codeine","995120","Chlorpheniramine Maleate 0.4 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Suspension","SCD"
"2670","Codeine","1089061","Codeine Phosphate 10 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 40 MG Oral Tablet","SCD"
"2670","Codeine","1308438","Brompheniramine Maleate 0.4 MG/ML / Codeine Phosphate 2 MG/ML Oral Solution","SCD"
"2670","Codeine","1089060","Codeine Phosphate 10 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 30 MG Oral Tablet [Ambifed CD]","SBD"
"2670","Codeine","997173","Codeine Phosphate 15 MG/ML Injectable Solution","SCD"
"2670","Codeine","993938","Acetaminophen 325 MG / Codeine Phosphate 60 MG Oral Capsule","SCD"
"2670","Codeine","309467","Acetaminophen 325 MG / butalbital 50 MG / Codeine 30 MG Oral Capsule","SCD"
"2670","Codeine","250143","Acetaminophen 500 MG / Codeine 10 MG Oral Tablet","SCD"
"2670","Codeine","250163","Acetaminophen 500 MG / Codeine 10 MG Oral Capsule","SCD"
"2670","Codeine","994014","Acetaminophen 500 MG / Chlorpheniramine 4 MG / Codeine Phosphate 20 MG Oral Tablet [Cotabflu]","SBD"
"2670","Codeine","994012","Acetaminophen 500 MG / Chlorpheniramine 4 MG / Codeine Phosphate 20 MG Oral Tablet","SCD"
"2670","Codeine","309470","Acetaminophen 500 MG / butalbital 50 MG / Codeine 30 MG Oral Capsule","SCD"
"2670","Codeine","309449","Acetaminophen 500 MG / butalbital 50 MG / Codeine 15 MG Oral Capsule","SCD"
"2670","Codeine","250549","Acetaminophen 450 MG / Codeine 8.1 MG Oral Tablet","SCD"
"2670","Codeine","250036","Acetaminophen 450 MG / Caffeine 45 MG / Codeine 10 MG Oral Tablet","SCD"
"2670","Codeine","432565","Acetaminophen 400 MG / Codeine 20 MG Oral Tablet","SCD"
"2670","Codeine","422628","Acetaminophen 40 MG/ML / Codeine 1 MG/ML Oral Suspension","SCD"
"2670","Codeine","250268","Acetaminophen 350 MG / Caffeine 50 MG / Codeine 8 MG / Meprobamate 150 MG Oral Capsule","SCD"
"2670","Codeine","249525","Acetaminophen 500 MG / Codeine 20 MG Oral Tablet","SCD"
"2670","Codeine","993942","Acetaminophen 325 MG / Codeine Phosphate 60 MG Oral Capsule [Phenaphen with Codeine]","SBD"
"2670","Codeine","1243772","Acetaminophen 500 MG / Codeine Phosphate 10 MG / Guaifenesin 400 MG / Phenylephrine Hydrochloride 10 MG Oral Tablet","SCD"
"2670","Codeine","996973","Acetaminophen 325 MG / Codeine Phosphate 32 MG Oral Tablet","SCD"
"2670","Codeine","996971","Acetaminophen 325 MG / Codeine Phosphate 30 MG Oral Tablet","SCD"
"2670","Codeine","993936","Acetaminophen 325 MG / Codeine Phosphate 30 MG Oral Capsule [Phenaphen with Codeine]","SBD"
"2670","Codeine","993932","Acetaminophen 325 MG / Codeine Phosphate 30 MG Oral Capsule","SCD"
"2670","Codeine","996970","Acetaminophen 325 MG / Codeine Phosphate 15 MG Oral Tablet","SCD"
"2670","Codeine","996969","Acetaminophen 325 MG / Codeine Phosphate 15 MG Oral Capsule","SCD"
"2670","Codeine","347044","Acetaminophen 325 MG / Codeine 45 MG Oral Tablet","SCD"
"2670","Codeine","243734","Acetaminophen 325 MG / Codeine 45 MG Oral Capsule","SCD"
"2670","Codeine","309444","Acetaminophen 325 MG / Codeine 12 MG / Guaifenesin 100 MG / Phenylpropanolamine 25 MG Oral Tablet","SCD"
"2670","Codeine","1424295","Acetaminophen 325 MG / Chlorpheniramine Maleate 2 MG / Codeine Phosphate 8 MG / Pseudoephedrine Hydrochloride 30 MG Oral Tablet","SCD"
"2670","Codeine","993926","Acetaminophen 325 MG / Chlorpheniramine 2 MG / Codeine Phosphate 16 MG / Phenylephrine 10 MG Oral Capsule [Colrex]","SBD"
"2670","Codeine","993924","Acetaminophen 325 MG / Chlorpheniramine 2 MG / Codeine Phosphate 16 MG / Phenylephrine 10 MG Oral Capsule","SCD"
"2670","Codeine","1541630","Brompheniramine Maleate 0.8 MG/ML / Codeine Phosphate 2 MG/ML / Phenylephrine Hydrochloride 2 MG/ML Oral Solution","SCD"
"2670","Codeine","996974","Acetaminophen 325 MG / Codeine Phosphate 60 MG Oral Tablet","SCD"
"2670","Codeine","994046","Acetaminophen 500 MG / Codeine Phosphate 30 MG Oral Tablet","SCD"
"2670","Codeine","997504","Acetaminophen 650 MG / Codeine Phosphate 30 MG Oral Tablet [EZ III]","SBD"
"2670","Codeine","1012160","Acetaminophen 650 MG / Codeine Phosphate 30 MG Oral Tablet [Cocet]","SBD"
"2670","Codeine","994059","Acetaminophen 650 MG / Codeine Phosphate 30 MG Oral Tablet","SCD"
"2670","Codeine","1424299","Acetaminophen 500 MG / Codeine Phosphate 9 MG / Pseudoephedrine Hydrochloride 30 MG Oral Tablet","SCD"
"2670","Codeine","996982","Acetaminophen 500 MG / Codeine Phosphate 8 MG Oral Tablet","SCD"
"2670","Codeine","996981","Acetaminophen 500 MG / Codeine Phosphate 8 MG Oral Capsule","SCD"
"2670","Codeine","1536457","Acetaminophen 500 MG / Codeine Phosphate 8 MG Effervescent Oral Tablet","SCD"
"2670","Codeine","1424298","Acetaminophen 500 MG / Codeine Phosphate 8 MG / Pseudoephedrine Hydrochloride 30 MG Oral Tablet","SCD"
"2670","Codeine","994051","Acetaminophen 500 MG / Codeine Phosphate 60 MG Oral Tablet [Codrix]","SBD"
"2670","Codeine","994049","Acetaminophen 500 MG / Codeine Phosphate 60 MG Oral Tablet","SCD"
"2670","Codeine","1424297","Acetaminophen 500 MG / Codeine Phosphate 6 MG / Pseudoephedrine Hydrochloride 30 MG Oral Tablet","SCD"
"2670","Codeine","994055","Acetaminophen 500 MG / Codeine Phosphate 50 MG / Magnesium Salicylate 500 MG / phenyltoloxamine 20 MG Oral Tablet [Combiflex ES]","SBD"
"2670","Codeine","421157","Acetaminophen 500 MG / Codeine 10 MG Rectal Suppository","SCD"
"2670","Codeine","994048","Acetaminophen 500 MG / Codeine Phosphate 30 MG Oral Tablet [Codrix]","SBD"
"2670","Codeine","309448","Acetaminophen 325 MG / butalbital 50 MG / Codeine 15 MG Oral Capsule","SCD"
"2670","Codeine","996979","Acetaminophen 500 MG / Codeine Phosphate 30 MG Oral Capsule","SCD"
"2670","Codeine","1536459","Acetaminophen 500 MG / Codeine Phosphate 30 MG Effervescent Oral Tablet","SCD"
"2670","Codeine","1359148","Acetaminophen 500 MG / Codeine Phosphate 20 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet [Maxiflu CD]","SBD"
"2670","Codeine","996281","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Tussar]","SBD"
"2670","Codeine","996454","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution [Glydeine]","SBD"
"2670","Codeine","1359143","Acetaminophen 500 MG / Codeine Phosphate 20 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet","SCD"
"2670","Codeine","1243780","Acetaminophen 500 MG / Codeine Phosphate 20 MG / Guaifenesin 400 MG / Phenylephrine Hydrochloride 10 MG Oral Tablet","SCD"
"2670","Codeine","994045","Acetaminophen 500 MG / Codeine Phosphate 15 MG Oral Tablet [Codrix]","SBD"
"2670","Codeine","994043","Acetaminophen 500 MG / Codeine Phosphate 15 MG Oral Tablet","SCD"
"2670","Codeine","996978","Acetaminophen 500 MG / Codeine Phosphate 13.5 MG Oral Tablet","SCD"
"2670","Codeine","996976","Acetaminophen 500 MG / Codeine Phosphate 12.8 MG Oral Tablet","SCD"
"2670","Codeine","1359141","Acetaminophen 500 MG / Codeine Phosphate 10 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 40 MG Oral Tablet [Maxiflu CD]","SBD"
"2670","Codeine","1359136","Acetaminophen 500 MG / Codeine Phosphate 10 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 40 MG Oral Tablet","SCD"
"2670","Codeine","994053","Acetaminophen 500 MG / Codeine Phosphate 50 MG / Magnesium Salicylate 500 MG / phenyltoloxamine 20 MG Oral Tablet","SCD"
"2670","Codeine","243735","Acetaminophen 120 MG / Codeine 12 MG Chewable Tablet","SCD"
"2670","Codeine","314908","Acetaminophen 325 MG / butalbital 50 MG / Codeine 60 MG Oral Capsule","SCD"
"2670","Codeine","993763","Acetaminophen 24 MG/ML / Codeine Phosphate 2.4 MG/ML Oral Suspension","SCD"
"2670","Codeine","993757","Acetaminophen 24 MG/ML / Codeine Phosphate 2.4 MG/ML Oral Solution [Tylenol with Codeine]","SBD"
"2670","Codeine","993755","Acetaminophen 24 MG/ML / Codeine Phosphate 2.4 MG/ML Oral Solution","SCD"
"2670","Codeine","755709","Acetaminophen 24 MG/ML / Codeine 1 MG/ML Oral Solution","SCD"
"2670","Codeine","755708","Acetaminophen 24 MG/ML / Codeine 0.4 MG/ML Oral Solution","SCD"
"2670","Codeine","421155","Acetaminophen 200 MG / Codeine 10 MG Rectal Suppository","SCD"
"2670","Codeine","249766","Acetaminophen 200 MG / Aspirin 200 MG / Caffeine 50 MG / Codeine 15 MG Oral Tablet","SCD"
"2670","Codeine","314903","Acetaminophen 150 MG / Caffeine 30 MG / Codeine 8 MG / salicylamide 230 MG Oral Tablet","SCD"
"2670","Codeine","309466","Acetaminophen 150 MG / Caffeine 30 MG / Codeine 30 MG / salicylamide 230 MG Oral Tablet","SCD"
"2670","Codeine","309447","Acetaminophen 150 MG / Caffeine 30 MG / Codeine 15 MG / salicylamide 230 MG Oral Tablet","SCD"
"2670","Codeine","996959","Acetaminophen 150 MG / Aspirin 180 MG / Codeine Phosphate 60 MG Oral Capsule","SCD"
"2670","Codeine","422577","Acetaminophen 250 MG / Codeine 10 MG / Ibuprofen 200 MG Oral Suspension","SCD"
"2670","Codeine","996778","Acetaminophen 150 MG / Aspirin 180 MG / Codeine Phosphate 15 MG Oral Capsule","SCD"
"2670","Codeine","430559","Acetaminophen 250 MG / Codeine 10 MG / Ibuprofen 200 MG Oral Tablet","SCD"
"2670","Codeine","421158","Acetaminophen 1000 MG / Codeine 20 MG Rectal Suppository","SCD"
"2670","Codeine","996777","2 ML Codeine Phosphate 30 MG/ML Prefilled Syringe","SCD"
"2670","Codeine","431725","12 HR Codeine 57.5 MG Extended Release Oral Tablet","SCD"
"2670","Codeine","434227","12 HR Codeine 50 MG Extended Release Oral Tablet","SCD"
"2670","Codeine","434225","12 HR Codeine 200 MG Extended Release Oral Tablet","SCD"
"2670","Codeine","434193","12 HR Codeine 150 MG Extended Release Oral Tablet","SCD"
"2670","Codeine","434228","12 HR Codeine 100 MG Extended Release Oral Tablet","SCD"
"2670","Codeine","1652093","12 HR CHLORPHENIRAMINE POLISTIREX 0.8 MG/ML / CODEINE POLISTIREX 4 MG/ML Extended Release Suspension [Tuzistra]","SBD"
"2670","Codeine","1652087","12 HR CHLORPHENIRAMINE POLISTIREX 0.8 MG/ML / CODEINE POLISTIREX 4 MG/ML Extended Release Suspension","SCD"
"2670","Codeine","2099286","12 HR Chlorpheniramine Maleate 8 MG / Codeine Phosphate 54.3 MG Extended Release Oral Tablet [Tuxarin]","SBD"
"2670","Codeine","1664543","12 HR Chlorpheniramine Maleate 8 MG / Codeine Phosphate 54.3 MG Extended Release Oral Tablet","SCD"
"2670","Codeine","996776","1 ML Codeine Phosphate 60 MG/ML Prefilled Syringe","SCD"
"2670","Codeine","996774","1 ML Codeine Phosphate 30 MG/ML Prefilled Syringe","SCD"
"2670","Codeine","996958","Acetaminophen 150 MG / Aspirin 180 MG / Codeine Phosphate 30 MG Oral Capsule","SCD"
"2670","Codeine","993781","Acetaminophen 300 MG / Codeine Phosphate 30 MG Oral Tablet","SCD"
"2670","Codeine","993950","Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule [Phrenilin with Caffeine and Codeine]","SBD"
"2670","Codeine","993945","Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule [Fioricet with Codeine]","SBD"
"2670","Codeine","993943","Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule","SCD"
"2670","Codeine","309469","Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG / Codeine 30 MG Oral Tablet","SCD"
